0.028731,0.014366,10.18,-23.22,-11.34,-37.26,-0.11057,-0.099571,0.043982,NaN,116.03,-0.08085,-0.1617
-0.3328,0.50759,9.8812,-23.22,-11.34,-37.26,-0.11057,-0.099571,0.043982,NaN,111.13,-2.939,1.929
-0.32083,0.20351,10.109,-24.6,-4.62,-44.34,-0.081245,-0.10629,-0.041539,NaN,98.194,-1.1528,1.8179
-0.043097,0.12211,10.042,-24.6,-4.62,-44.34,-0.081245,-0.10629,-0.041539,NaN,99.35,-0.69669,0.2459
0.11253,0.19154,10.135,-24.6,-4.62,-44.34,-0.081245,-0.10629,-0.041539,NaN,98.903,-1.0826,-0.63614
0.23703,0.15563,10.18,-24.6,-4.62,-44.34,-0.081245,-0.10629,-0.041539,NaN,99.478,-0.87557,-1.3338
0.064645,0.026337,9.8548,-24.6,-4.62,-44.34,-0.081245,-0.10629,-0.041539,NaN,100.49,-0.15312,-0.37584
-0.071828,-0.0071828,10.135,-24.6,-4.62,-44.34,-0.081245,-0.10629,-0.041539,NaN,100.58,0.040605,0.40606
0.040703,0.03352,9.9626,-24.6,-4.62,-44.34,-0.081245,-0.10629,-0.041539,NaN,100.37,-0.19277,-0.23408
0.31604,-0.021548,9.8189,-24.6,-4.62,-44.34,-0.081245,-0.10629,-0.041539,NaN,101.52,0.12568,-1.8436
0.17957,-0.06704,9.953,-24.6,-4.62,-44.34,-0.081245,-0.10629,-0.041539,NaN,101.68,0.38585,-1.0336
0.0838,-0.0023943,10.195,-25.98,-3.84,-42.96,-0.023824,-0.033598,-0.0012217,NaN,98.544,0.013456,-0.47095
0.16281,-0.06704,10.276,-25.98,-3.84,-42.96,-0.023824,-0.033598,-0.0012217,NaN,99.257,0.37373,-0.90769
0.20351,0.081405,9.953,-25.98,-3.84,-42.96,-0.023824,-0.033598,-0.0012217,NaN,97.904,-0.46851,-1.1714
0.10056,0.11732,9.8596,-25.98,-3.84,-42.96,-0.023824,-0.033598,-0.0012217,NaN,97.418,-0.68169,-0.58435
0.16999,-0.028731,9.8477,-25.98,-3.84,-42.96,-0.023824,-0.033598,-0.0012217,NaN,98.933,0.16714,-0.98896
0.10535,-0.028731,10.178,-25.98,-3.84,-42.96,-0.023824,-0.033598,-0.0012217,NaN,98.82,0.16173,-0.59302
0.10535,0.031126,10.171,-25.98,-3.84,-42.96,-0.023824,-0.033598,-0.0012217,NaN,98.262,-0.17533,-0.59344
0.15323,-0.043097,10.075,-25.98,-3.84,-42.96,-0.023824,-0.033598,-0.0012217,NaN,99.032,0.24506,-0.87135
0.15323,-0.043097,10.075,-26.16,-4.02,-43.44,-0.023824,-0.033598,-0.0012217,NaN,99.371,0.24506,-0.87135
0.19872,0.15084,9.7806,-26.16,-4.02,-43.44,0.12156,0.030543,-0.092241,NaN,97.533,-0.88338,-1.164
-0.14126,0.19154,10.044,-26.16,-4.02,-43.44,0.12156,0.030543,-0.092241,NaN,96.813,-1.0924,0.80578
-0.076617,0.26337,9.9937,-26.16,-4.02,-43.44,0.12156,0.030543,-0.092241,NaN,96.203,-1.5096,0.43925
-0.0023943,0.55068,9.625,-26.16,-4.02,-43.44,0.12156,0.030543,-0.092241,NaN,93.351,-3.2745,0.014253
-0.5004,0.73025,9.5651,-26.16,-4.02,-43.44,0.12156,0.030543,-0.092241,NaN,91.643,-4.3599,2.9947
-0.30886,0.69673,9.7615,-26.16,-4.02,-43.44,0.12156,0.030543,-0.092241,NaN,92.037,-4.0806,1.8123
0.26576,0.33041,9.7878,-26.16,-4.02,-43.44,0.12156,0.030543,-0.092241,NaN,95.784,-1.9327,-1.5553
0.32323,0.14605,9.8381,-26.16,-4.02,-43.44,0.12156,0.030543,-0.092241,NaN,97.747,-0.85006,-1.8818
0.24182,0.079011,9.7854,-26.16,-4.02,-43.44,0.12156,0.030543,-0.092241,NaN,98.312,-0.46248,-1.4156
0.39745,-0.031126,9.8955,-26.04,-3.78,-41.76,-0.09163,-0.0030543,0.072693,NaN,99.135,0.18007,-2.3
0.22506,0.019154,10.157,-26.04,-3.78,-41.76,-0.09163,-0.0030543,0.072693,NaN,98.383,-0.10803,-1.2694
0.06704,0.052674,10.274,-26.04,-3.78,-41.76,-0.09163,-0.0030543,0.072693,NaN,97.877,-0.29375,-0.37387
0.13647,-0.0023943,10.243,-26.04,-3.78,-41.76,-0.09163,-0.0030543,0.072693,NaN,98.46,0.013392,-0.76336
0.28252,-0.043097,10.137,-26.04,-3.78,-41.76,-0.09163,-0.0030543,0.072693,NaN,99.049,0.24349,-1.5964
0.18196,0.0071828,10.049,-26.04,-3.78,-41.76,-0.09163,-0.0030543,0.072693,NaN,98.437,-0.040948,-1.0374
0.22746,0.047885,9.9841,-26.04,-3.78,-41.76,-0.09163,-0.0030543,0.072693,NaN,98.116,-0.27473,-1.3051
0.27534,-0.0071828,9.8979,-26.04,-3.78,-41.76,-0.09163,-0.0030543,0.072693,NaN,98.712,0.041563,-1.5934
0.22506,-0.079011,9.9985,-26.04,-3.78,-41.76,-0.09163,-0.0030543,0.072693,NaN,99.311,0.45264,-1.2895
0.15084,-0.074223,10.286,-25.68,-3.6,-42.24,-0.025656,-0.017715,0.0024435,NaN,98.863,0.4134,-0.84017
0.1269,0,10.214,-25.68,-3.6,-42.24,-0.025656,-0.017715,0.0024435,NaN,98.145,-0,-0.7118
0.27055,0.086194,10.018,-25.68,-3.6,-42.24,-0.025656,-0.017715,0.0024435,NaN,97.503,-0.49279,-1.547
0.18915,0.13887,9.7782,-25.68,-3.6,-42.24,-0.025656,-0.017715,0.0024435,NaN,96.865,-0.81349,-1.1082
0.26098,0.17239,9.8931,-25.68,-3.6,-42.24,-0.025656,-0.017715,0.0024435,NaN,96.625,-0.99793,-1.5111
0.19633,0.13169,9.9315,-25.68,-3.6,-42.24,-0.025656,-0.017715,0.0024435,NaN,96.962,-0.75951,-1.1325
0.19394,0.11971,10.039,-25.68,-3.6,-42.24,-0.025656,-0.017715,0.0024435,NaN,97.086,-0.68307,-1.1067
0.19394,0.11014,9.7854,-25.68,-3.6,-42.24,-0.025656,-0.017715,0.0024435,NaN,97.157,-0.64472,-1.1354
0.24661,0.0023943,9.7686,-26.46,-3.6,-42.06,0.048869,-0.036652,0,NaN,98.047,-0.014039,-1.4461
0.18196,0.074223,9.9027,-26.46,-3.6,-42.06,0.048869,-0.036652,0,NaN,97.28,-0.42936,-1.0527
